City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
493,Cananeia,BR,66.74,broken clouds,-25.0147,-47.9267,Pousada Ancoradouro
497,Hasaki,JP,61.2,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
499,Kirakira,SB,84.51,overcast clouds,-10.4544,161.9205,SanBiz Lodge
500,Pacifica,US,67.6,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
504,Cuamba,MZ,66.97,clear sky,-14.8031,36.5372,Hotel Vision
507,Kapoeta,SS,81.28,overcast clouds,4.7717,33.5903,Eastgate Hotel
512,Cao Bang,VN,60.76,overcast clouds,22.6667,106.25,khách sạn 88
514,Gushikawa,JP,69.03,overcast clouds,26.3544,127.8686,Kirari Guest House
515,Arroyo Grande,US,81.25,clear sky,35.1186,-120.5907,Pismo View Inn
516,Sao Filipe,CV,71.98,clear sky,14.8961,-24.4956,Hotel Xaguate
517,Redcliffe,AU,73.27,broken clouds,-27.2307,153.0973,Scarborough Beach Resort
520,Sulangan,PH,81.63,overcast clouds,11.1373,123.7228,Maia's Beach Resort
525,Diamantino,BR,74.23,overcast clouds,-14.4086,-56.4461,Hotel Delta
527,Ganganagar,IN,81.32,clear sky,29.9167,73.8833,AMOR HOTEL
530,Concepcion Del Oro,MX,84.36,few clouds,24.6333,-101.4167,Hotel Hacienda San Javier
531,Caibarien,CU,81.72,clear sky,22.5206,-79.4669,La Nena
533,Pimenta Bueno,BR,74.71,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
534,Cap Malheureux,MU,75.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
535,Inirida,CO,75.2,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
537,Winnemucca,US,66.25,clear sky,40.973,-117.7357,Winners Inn Casino
539,Umm Lajj,SA,83.84,overcast clouds,25.0213,37.2685,Moon light Furnished Units
541,Santa Rosa,PH,82.38,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
544,Abu Zabad,SD,86.0,clear sky,12.35,29.25,حامد محمد نور
548,Tual,ID,84.54,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
552,Kalemie,CD,70.34,clear sky,-5.9475,29.1947,Mahobilali
553,Asyut,EG,86.14,broken clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
555,Lar,IN,82.18,clear sky,26.2039,83.9717,Ovaiskarni ward Lar
557,San Andres,CO,80.26,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
561,El Terrero,HN,83.25,broken clouds,14.0667,-87.0667,Uyuca Vista Guest House
564,Muroto,JP,61.45,overcast clouds,33.2833,134.15,Oota Ryokan
567,Sur,OM,85.17,clear sky,22.5667,59.5289,Sur Plaza Hotel
568,Marsabit,KE,67.15,overcast clouds,2.3284,37.9899,Chicho Hotel
569,Road Town,VG,78.89,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
571,Lafia,NG,79.27,moderate rain,8.4833,8.5167,Low Cost Housing Estate
572,Berasia,IN,84.29,clear sky,23.6333,77.4333,np__nitin home
575,Soanierana Ivongo,MG,73.72,light rain,-16.9167,49.5833,Hôtel Escale
581,Puerto Madryn,AR,60.44,clear sky,-42.7692,-65.0385,Hotel Tolosa
583,Presidencia Roque Saenz Pena,AR,61.97,clear sky,-26.7852,-60.4388,Hotel Gualok
585,Calama,CL,61.29,clear sky,-22.4667,-68.9333,Park Hotel Calama
586,Garoua,CM,89.56,broken clouds,9.3,13.4,Dreamland Hotel Annexe Bockle
589,Gweta,BW,68.56,scattered clouds,-20.1833,25.2333,Gweta Lodge
591,Ambilobe,MG,71.87,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
592,Dubbo,AU,64.53,broken clouds,-32.25,148.6167,Quality Inn Dubbo International
596,Oistins,BB,78.89,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
597,Sungaipenuh,ID,66.52,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
599,Piranhas,BR,69.93,overcast clouds,-16.4269,-51.8222,Planalto Hotel
600,Kutum,SD,77.22,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
601,Formosa Do Rio Preto,BR,71.91,overcast clouds,-11.0483,-45.1931,Porto Center Hotel
602,Sao Joao Da Barra,BR,70.61,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
603,Oranjestad,AW,80.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
604,Sola,VU,82.06,broken clouds,-13.8833,167.55,Leumerus Bungalows
605,Cockburn Town,TC,78.76,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
608,Awbari,LY,64.58,scattered clouds,26.5921,12.7805,فندق أوباري
609,Rawson,AR,60.67,clear sky,-43.3002,-65.1023,Hosteria Sampedro
610,Pundaguitan,PH,80.91,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
